mavpackettype,TimeUS,C,Roll,Pitch,Yaw,VN,VE,VD,dPD,PN,PE,PD,GX,GY,GZ,OH,_t,t
XKF1,11904403,0,0.01,0.0,0.01,-0.0016465247608721,0.0013721121940761,0.0717069804668426,-0.0595547072589397,0.0,0.0,-0.025704288855195,0.0,0.0,0.0,0.0,1768451520.859769,9.159668
XKF1,11944387,1,0.01,0.0,0.02,-0.0014346981188282,0.0004325359186623,0.0700671374797821,-0.0441125445067882,0.0,0.0,-0.0263557080179452,0.0,0.0,0.0,0.0,1768451520.899753,9.199652
XKF1,11944387,0,0.01,0.0,0.01,-0.0016982858069241,0.0013778454158455,0.0704956129193306,-0.0440355502068996,0.0,0.0,-0.02597470395267,0.0,0.0,0.0,0.0,1768451520.899753,9.199652
XKF1,11984371,1,0.01,0.0,0.02,-0.0015307853464037,0.0003788206377066,0.068917416036129,-0.0259239338338375,0.0,0.0,-0.0263626482337713,0.0,0.0,0.0,0.0,1768451520.939737,9.239636
XKF1,11984371,0,0.01,0.0,0.02,-0.0017761385533958,0.0014376871986314,0.0693735405802726,-0.0258163306862115,0.0,0.0,-0.0259741228073835,0.0,0.0,0.0,0.0,1768451520.939737,9.239636
XKF1,12024355,1,0.01,0.0,0.02,-0.001573171117343,0.0004142991092521,0.0670941472053527,-0.020531078800559,0.0,0.0,-0.0280215982347726,0.0,0.0,0.0,0.0,1768451520.979721,9.27962
XKF1,12024355,0,0.01,0.0,0.02,-0.0018147123046219,0.0014464609557762,0.0675340518355369,-0.02043935097754,0.0,0.0,-0.0276264399290084,0.0,0.0,0.0,0.0,1768451520.979721,9.27962
XKF1,12064339,1,0.01,0.0,0.02,-0.0016307372134178,0.0004363085317891,0.0653521493077278,-0.0276079140603542,0.0,0.0,-0.0292782951146364,0.0,0.0,0.0,0.0,1768451521.019705,9.319604
XKF1,12064339,0,0.01,0.0,0.02,-0.001872292952612,0.0014882204122841,0.0658584684133529,-0.027441956102848,0.0,0.0,-0.0288763958960771,0.0,0.0,0.0,0.0,1768451521.019705,9.319604
XKF1,12104323,1,0.01,0.0,0.02,-0.0017367827240377,0.0005308225518092,0.0635079890489578,-0.0283583980053663,0.0,0.0,-0.030895197764039,0.0,0.0,0.0,0.0,1768451521.059689,9.359588
XKF1,12104323,0,0.01,0.0,0.02,-0.0019127733539789,0.0015053927199915,0.0640368983149528,-0.0281795244663953,0.0,0.0,-0.0304849576205015,0.0,0.0,0.0,0.0,1768451521.059689,9.359588
XKF1,12145140,1,0.01,0.01,0.02,-0.0017703359480947,0.0006690354202874,0.0615150295197963,-0.0399004444479942,0.0,0.0,-0.0327111445367336,0.0,0.0,0.0,0.0,1768451521.100506,9.400405
XKF1,12145140,0,0.01,0.01,0.02,-0.0019771864172071,0.0015206255484372,0.0620796345174312,-0.0392302237451076,0.0,0.0,-0.0323908776044845,0.0,0.0,0.0,0.0,1768451521.100506,9.400405
XKF1,12185124,1,0.01,0.01,0.02,-0.0017860418884083,0.0007141320966184,0.0597125180065631,-0.0420808270573616,0.0,0.0,-0.0342337004840374,0.0,0.0,0.0,0.0,1768451521.14049,9.440389
