mavpackettype,TimeUS,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,_t,t
RCOU,11664499,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451520.6198652,9.919364
RCOU,11704483,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451520.6598492,9.959348
RCOU,11744467,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451520.6998332,9.999332
RCOU,11784451,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451520.7398171,10.039316
RCOU,11824435,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451520.7798011,10.0793
RCOU,11864419,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451520.819785,10.119284
RCOU,11904403,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451520.859769,10.159268
RCOU,11944387,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451520.899753,10.199252
RCOU,11984371,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451520.939737,10.239236
RCOU,12024355,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451520.979721,10.27922
RCOU,12064339,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451521.019705,10.319204
RCOU,12104323,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451521.059689,10.359188
RCOU,12145140,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451521.100506,10.400005
RCOU,12185124,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451521.14049,10.439989
RCOU,12225108,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451521.180474,10.479973
RCOU,12265092,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451521.220458,10.519957
RCOU,12305076,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451521.260442,10.559941
RCOU,12345060,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451521.3004262,10.599925
RCOU,12385044,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451521.3404102,10.639909
RCOU,12425028,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451521.3803942,10.679893
RCOU,12465012,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451521.4203782,10.719877
RCOU,12504996,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451521.4603622,10.759861
RCOU,12544980,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451521.5003462,10.799845
RCOU,12584964,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451521.5403302,10.839829
RCOU,12624948,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451521.5803142,10.879813
RCOU,12664932,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451521.6202981,10.919797
RCOU,12704916,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451521.6602821,10.959781
RCOU,12744900,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451521.7002661,10.999765
RCOU,12784884,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451521.74025,11.039749
RCOU,12824868,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451521.780234,11.079733
RCOU,12864852,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451521.820218,11.119717
RCOU,12904836,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451521.860202,11.159701
RCOU,12944820,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451521.900186,11.199685
RCOU,12984804,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451521.94017,11.239669
RCOU,13024788,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451521.980154,11.279653
RCOU,13064772,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451522.020138,11.319637
RCOU,13104756,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451522.0601223,11.359621
RCOU,13144740,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451522.1001062,11.399605
RCOU,13184724,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451522.1400902,11.439589
RCOU,13224708,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451522.1800742,11.479573
RCOU,13264692,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451522.2200582,11.519557
RCOU,13304676,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451522.2600422,11.559541
RCOU,13344660,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451522.3000262,11.599525
RCOU,13384644,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451522.3400102,11.639509
RCOU,13424628,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451522.3799942,11.679493
RCOU,13464612,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451522.4199781,11.719477
RCOU,13504596,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451522.4599621,11.759461
RCOU,13544580,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451522.499946,11.799445
RCOU,13584564,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451522.53993,11.839429
RCOU,13624548,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451522.579914,11.879413
RCOU,13664532,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451522.619898,11.919397
RCOU,13704516,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451522.659882,11.959381
RCOU,13744500,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451522.699866,11.999365
RCOU,13784484,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451522.73985,12.039349
RCOU,13824468,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451522.779834,12.079333
RCOU,13864452,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451522.819818,12.119317
RCOU,13904436,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451522.8598022,12.159301
RCOU,13944420,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451522.8997862,12.199285
RCOU,13984404,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451522.9397702,12.239269
RCOU,14024388,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451522.9797542,12.279253
RCOU,14064372,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451523.0197382,12.319237
RCOU,14104356,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451523.0597222,12.359221
RCOU,14144340,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451523.0997062,12.399205
RCOU,14184324,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451523.1396902,12.439189
RCOU,14225141,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451523.1805072,12.480006
RCOU,14265125,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451523.2204912,12.51999
RCOU,14305109,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451523.2604752,12.559974
RCOU,14345093,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451523.3004591,12.599958
RCOU,14385077,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451523.3404431,12.639942
RCOU,14425061,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451523.3804271,12.679926
RCOU,14465045,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451523.420411,12.71991
RCOU,14505029,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451523.460395,12.759894
RCOU,14545013,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451523.500379,12.799878
RCOU,14584997,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451523.540363,12.839862
RCOU,14624981,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451523.580347,12.879846
RCOU,14664965,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451523.620331,12.91983
RCOU,14704949,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451523.660315,12.959814
RCOU,14744933,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451523.700299,12.999798
RCOU,14784917,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451523.7402833,13.039782
RCOU,14824901,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451523.7802672,13.079766
RCOU,14864885,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451523.8202512,13.11975
RCOU,14904869,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451523.8602352,13.159734
RCOU,14944853,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451523.9002192,13.199718
RCOU,14984837,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451523.9402032,13.239702
RCOU,15024821,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451523.9801872,13.279686
RCOU,15064805,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451524.0201712,13.31967
RCOU,15104789,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451524.0601552,13.359654
RCOU,15144773,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451524.1001391,13.399638
RCOU,15184757,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451524.1401231,13.439622
RCOU,15224741,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451524.180107,13.479606
RCOU,15264725,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451524.220091,13.51959
RCOU,15304709,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451524.260075,13.559574
RCOU,15344693,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451524.300059,13.599558
RCOU,15384677,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451524.340043,13.639542
RCOU,15424661,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451524.380027,13.679526
RCOU,15464645,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451524.420011,13.71951
RCOU,15504629,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451524.459995,13.759494
RCOU,15544613,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451524.499979,13.799478
RCOU,15584597,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451524.5399632,13.839462
RCOU,15624581,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451524.5799472,13.879446
RCOU,15664565,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451524.6199312,13.91943
RCOU,15704549,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451524.6599152,13.959414
RCOU,15744533,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451524.6998992,13.999398
RCOU,15784517,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451524.7398832,14.039382
RCOU,15824501,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451524.7798672,14.079366
RCOU,15864485,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451524.8198512,14.11935
RCOU,15904469,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451524.8598351,14.159334
RCOU,15944453,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451524.8998191,14.199318
RCOU,15984437,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451524.9398031,14.239302
RCOU,16024421,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451524.979787,14.279286
RCOU,16064405,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451525.019771,14.31927
RCOU,16104389,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451525.059755,14.359254
RCOU,16144373,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451525.099739,14.399238
RCOU,16184357,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451525.139723,14.439222
RCOU,16224341,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451525.179707,14.479206
RCOU,16264325,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451525.219691,14.51919
RCOU,16305142,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451525.260508,14.560007
RCOU,16345126,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451525.300492,14.599991
RCOU,16385110,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451525.340476,14.639975
RCOU,16425094,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451525.38046,14.679959
RCOU,16465078,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451525.4204443,14.719943
RCOU,16505062,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451525.4604282,14.759927
RCOU,16545046,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451525.5004122,14.799911
RCOU,16585030,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451525.5403962,14.839895
RCOU,16625014,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451525.5803802,14.879879
RCOU,16664998,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451525.6203642,14.919863
RCOU,16704982,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451525.6603482,14.959847
RCOU,16744966,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451525.7003322,14.999831
RCOU,16784950,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451525.7403162,15.039815
RCOU,16824934,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451525.7803001,15.079799
RCOU,16864918,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451525.8202841,15.119783
RCOU,16904902,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451525.860268,15.159767
RCOU,16944886,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451525.900252,15.199751
RCOU,16984870,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451525.940236,15.239735
RCOU,17024854,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451525.98022,15.279719
RCOU,17064838,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451526.020204,15.319703
RCOU,17104822,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451526.060188,15.359687
RCOU,17144806,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451526.100172,15.399671
RCOU,17184790,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451526.140156,15.439655
RCOU,17224774,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451526.18014,15.479639
RCOU,17264758,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451526.2201242,15.519623
RCOU,17304742,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451526.2601082,15.559607
RCOU,17344726,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451526.3000922,15.599591
RCOU,17384710,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451526.3400762,15.639575
RCOU,17424694,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451526.3800602,15.679559
RCOU,17464678,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451526.4200442,15.719543
RCOU,17504662,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451526.4600282,15.759527
RCOU,17544646,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451526.5000122,15.799511
RCOU,17584630,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451526.5399961,15.839495
RCOU,17624614,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451526.5799801,15.879479
RCOU,17664598,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451526.6199641,15.919463
RCOU,17704582,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451526.659948,15.959447
RCOU,17744566,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451526.699932,15.999431
RCOU,17784550,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451526.739916,16.039415
RCOU,17824534,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451526.7799,16.079399
RCOU,17864518,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451526.819884,16.119383
RCOU,17904502,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451526.859868,16.159367
RCOU,17944486,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451526.899852,16.199351
RCOU,17984470,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451526.939836,16.239335
RCOU,18024454,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451526.9798203,16.279319
RCOU,18064438,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451527.0198042,16.319303
RCOU,18104422,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451527.0597882,16.359287
RCOU,18144406,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451527.0997722,16.399271
RCOU,18184390,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451527.1397562,16.439255
RCOU,18224374,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451527.1797402,16.479239
RCOU,18264358,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451527.2197242,16.519223
RCOU,18304342,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451527.2597082,16.559207
RCOU,18344326,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451527.2996922,16.599191
RCOU,18384310,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451527.3396761,16.639175
RCOU,18425127,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451527.3804932,16.679992
RCOU,18465111,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451527.4204772,16.719976
RCOU,18505095,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451527.4604611,16.75996
RCOU,18545079,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451527.5004451,16.799944
RCOU,18585063,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451527.540429,16.839928
RCOU,18625047,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451527.580413,16.879912
RCOU,18665031,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451527.620397,16.919896
RCOU,18705015,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451527.660381,16.95988
RCOU,18744999,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451527.700365,16.999864
RCOU,18784983,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451527.740349,17.039848
RCOU,18824967,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451527.780333,17.079832
RCOU,18864951,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451527.820317,17.119816
RCOU,18904935,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451527.860301,17.1598
RCOU,18944919,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451527.9002852,17.199784
RCOU,18984903,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451527.9402692,17.239768
RCOU,19024887,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451527.9802532,17.279752
RCOU,19064871,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451528.0202372,17.319736
RCOU,19104855,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451528.0602212,17.35972
RCOU,19144839,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451528.1002052,17.399704
RCOU,19184823,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451528.1401892,17.439688
RCOU,19224807,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451528.1801732,17.479672
RCOU,19264791,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451528.2201571,17.519656
RCOU,19304775,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451528.2601411,17.55964
RCOU,19344759,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451528.3001251,17.599624
RCOU,19384743,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451528.340109,17.639608
RCOU,19424727,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451528.380093,17.679592
RCOU,19464711,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451528.420077,17.719576
RCOU,19504695,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451528.460061,17.75956
RCOU,19544679,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451528.500045,17.799544
RCOU,19584663,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451528.540029,17.839528
RCOU,19624647,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451528.580013,17.879512
RCOU,19664631,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451528.619997,17.919496
RCOU,19704615,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451528.6599813,17.95948
RCOU,19744599,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451528.6999652,17.999464
RCOU,19784583,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451528.7399492,18.039448
RCOU,19824567,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451528.7799332,18.079432
RCOU,19864551,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451528.8199172,18.119416
RCOU,19904535,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451528.8599012,18.1594
RCOU,19944519,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451528.8998852,18.199384
RCOU,19984503,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451528.9398692,18.239368
RCOU,20024487,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451528.9798532,18.279352
RCOU,20064471,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451529.0198371,18.319336
RCOU,20104455,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451529.0598211,18.35932
RCOU,20144439,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451529.099805,18.399304
RCOU,20184423,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451529.139789,18.439288
RCOU,20224407,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451529.179773,18.479272
RCOU,20264391,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451529.219757,18.519256
RCOU,20304375,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451529.259741,18.55924
RCOU,20344359,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451529.299725,18.599224
RCOU,20384343,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451529.339709,18.639208
RCOU,20424327,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451529.379693,18.679192
RCOU,20464311,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451529.419677,18.719176
RCOU,20505128,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451529.460494,18.759993
RCOU,20545112,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451529.500478,18.799977
RCOU,20585096,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451529.540462,18.839961
RCOU,20625080,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451529.5804462,18.879945
RCOU,20665064,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451529.6204302,18.919929
RCOU,20705048,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451529.6604142,18.959913
RCOU,20745032,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451529.7003982,18.999897
RCOU,20785016,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451529.7403822,19.039881
RCOU,20825000,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451529.7803662,19.079865
RCOU,20864984,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451529.8203502,19.119849
RCOU,20904968,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451529.8603342,19.159833
RCOU,20944952,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451529.9003181,19.199817
RCOU,20984936,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451529.9403021,19.239801
RCOU,21024920,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451529.9802861,19.279785
RCOU,21064904,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451530.02027,19.319769
RCOU,21104888,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451530.060254,19.359753
RCOU,21144872,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451530.100238,19.399737
RCOU,21184856,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451530.140222,19.439721
RCOU,21224840,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451530.180206,19.479705
RCOU,21264824,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451530.22019,19.519689
RCOU,21304808,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451530.260174,19.559673
RCOU,21344792,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451530.300158,19.599657
RCOU,21384776,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451530.3401423,19.639641
RCOU,21424760,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451530.3801262,19.679625
RCOU,21464744,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451530.4201102,19.719609
RCOU,21504728,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451530.4600942,19.759593
RCOU,21544712,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451530.5000782,19.799577
RCOU,21584696,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451530.5400622,19.839561
RCOU,21624680,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451530.5800462,19.879545
RCOU,21664664,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451530.6200302,19.919529
RCOU,21704648,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451530.6600142,19.959513
RCOU,21744632,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451530.6999981,19.999497
RCOU,21784616,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451530.7399821,20.039481
RCOU,21824600,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451530.779966,20.079465
