mavpackettype,TimeUS,I,GyrX,GyrY,GyrZ,AccX,AccY,AccZ,EG,EA,T,GH,AH,GHz,AHz,_t,t
IMU,1845095,0,-2.6372446882305667e-05,5.93639379076194e-05,-0.0001074144383892417,3.6198909282684326,0.07145768404006958,-9.83626937866211,0,0,25.114471435546875,1,1,999,999,1768451510.800461,0.09996
IMU,1845095,1,2.8619162549148314e-05,6.064120680093765e-05,9.833922376856208e-05,3.6089110374450684,0.06754952669143677,-9.836374282836914,0,0,25.114471435546875,1,1,760,799,1768451510.800461,0.09996
IMU,1865087,0,7.464217924280092e-05,-5.160777072887868e-05,-8.201056334655732e-05,3.371587038040161,-0.06608910858631134,-9.829986572265625,0,0,25.11579704284668,1,1,999,999,1768451510.8204532,0.119952
IMU,1865087,1,2.8648762963712215e-05,8.120215352391824e-05,3.4005031920969486e-05,3.3570146560668945,-0.0730767697095871,-9.830142974853516,0,0,25.11579704284668,1,1,760,799,1768451510.8204532,0.119952
IMU,1885079,1,1.7972330169868656e-05,9.100216266233474e-05,-0.00025713100330904126,2.966171979904175,0.0036979566793888807,-9.824322700500488,0,0,25.117122650146484,1,1,760,799,1768451510.840445,0.139944
IMU,1885079,0,1.145222813647706e-05,5.935225999564864e-05,-0.00011285537766525522,2.977081060409546,-0.017830366268754005,-9.826292991638184,0,0,25.117122650146484,1,1,999,999,1768451510.840445,0.139944
IMU,1905071,0,3.9927995203470346e-06,2.3089416572474875e-05,-5.635363049805164e-05,2.4294381141662598,-0.006646804977208376,-9.822895050048828,0,0,25.11844825744629,1,1,999,999,1768451510.8604372,0.159936
IMU,1905071,1,9.628288353269454e-06,0.00019078300101682544,-0.00016014704306144267,2.4333086013793945,0.008195002563297749,-9.824302673339844,0,0,25.11844825744629,1,1,760,799,1768451510.8604372,0.159936
IMU,1925063,0,0.00011937026283703744,-3.2457792258355767e-05,-3.5766701330430806e-05,1.8032867908477783,-0.013515460304915905,-9.819557189941406,0,0,25.119773864746094,1,1,999,999,1768451510.880429,0.179928
IMU,1925063,1,0.00014971790369600058,0.00010315480903955176,-9.566056542098522e-05,1.7851593494415283,-0.0036117983981966972,-9.819598197937012,0,0,25.119773864746094,1,1,760,799,1768451510.880429,0.179928
IMU,1945055,0,9.081688767764717e-05,1.7302127162110992e-05,-3.341978299431503e-05,1.10636305809021,-0.00914742797613144,-9.817574501037598,0,0,25.1210994720459,1,1,999,999,1768451510.9004211,0.19992
IMU,1945055,1,0.00012923740723636,-0.0002694407885428518,-0.0001615470100659877,1.1071386337280273,0.014992140233516693,-9.816481590270996,0,0,25.1210994720459,1,1,760,799,1768451510.9004211,0.19992
IMU,1965047,0,-1.4376165381690953e-05,3.9214333810377866e-05,-2.0811890863114968e-05,0.4884055256843567,0.011441558599472046,-9.814430236816406,0,0,25.122425079345703,1,1,999,999,1768451510.920413,0.219912
IMU,1965047,1,4.99133238918148e-05,-0.00016850230167619884,7.55611908971332e-05,0.47806501388549805,0.011860228143632412,-9.81392765045166,0,0,25.122425079345703,1,1,760,799,1768451510.920413,0.219912
IMU,1985039,0,4.5645690988749266e-05,0.0001024753728415817,-2.8025182473356836e-05,-0.11570222675800323,-0.021094337105751038,-9.812808990478516,0,0,25.123748779296875,1,1,999,999,1768451510.9404051,0.239904
IMU,1985039,1,-1.4019221453054342e-05,-5.4789350542705506e-05,-0.00012444221647456288,-0.11494039744138718,-0.01960757002234459,-9.81018352508545,0,0,25.123748779296875,1,1,760,799,1768451510.9404051,0.239904
IMU,2005031,0,5.149253047420643e-05,5.8655925386119634e-05,8.456591785943601e-06,-0.6469614505767822,-0.001994484104216099,-9.811361312866211,0,0,25.12507438659668,1,1,999,999,1768451510.9603972,0.259896
IMU,2005031,1,-1.5073478607519064e-05,-1.8224414816359058e-05,-2.5765353711904027e-05,-0.6636185646057129,0.003203518223017454,-9.810409545898438,0,0,25.12507438659668,1,1,760,799,1768451510.9603972,0.259896
IMU,2025023,0,-6.017412943037925e-06,2.8959348128410056e-05,-2.7558371584746055e-05,-1.0985231399536133,0.003005641745403409,-9.810428619384766,0,0,25.12639808654785,1,1,999,999,1768451510.980389,0.279888
IMU,2025023,1,0.00023322108609136194,-2.5117198674706742e-05,1.0863790521398187e-05,-1.1057255268096924,0.001740786014124751,-9.81324291229248,0,0,25.12639808654785,1,1,760,799,1768451510.980389,0.279888
IMU,2045015,0,-8.028435331652872e-06,6.38767596683465e-05,7.36662550480105e-05,-1.4831808805465698,-0.0030471025966107845,-9.809833526611328,0,0,25.127723693847656,1,1,999,999,1768451511.0003812,0.29988
IMU,2045015,1,0.00011198921856703237,0.00010309379285899922,0.00010047302203020081,-1.4871087074279785,-0.00025987095432356,-9.812292098999023,0,0,25.127723693847656,1,1,760,799,1768451511.0003812,0.29988
IMU,2065007,0,9.155557199846953e-05,2.817628592310939e-05,6.390580529114231e-05,-1.7627127170562744,-0.00010043010115623474,-9.810698509216309,0,0,25.12904930114746,1,1,999,999,1768451511.020373,0.319872
IMU,2065007,1,0.0001471320865675807,3.274748087278567e-05,-6.559926259797066e-05,-1.7608903646469116,-0.003547783475369215,-9.811271667480469,0,0,25.12904930114746,1,1,760,799,1768451511.020373,0.319872
IMU,2084999,1,-0.00013140469673089683,0.00010149649460799992,6.516035500681028e-05,-1.9581108093261719,-0.016746090725064278,-9.810707092285156,0,0,25.130306243896484,1,1,760,799,1768451511.0403652,0.339864
IMU,2084999,0,-1.2695853001787327e-05,-4.521102528087795e-05,4.1058763599721715e-05,-1.9597822427749634,-0.0194863211363554,-9.811063766479492,0,0,25.130306243896484,1,1,999,999,1768451511.0403652,0.339864
