mavpackettype_imu,TimeUS_imu,I,GyrX,GyrY,GyrZ,AccX,AccY,AccZ,EG,EA,T,GH,AH,GHz,AHz,_t_imu,t_imu,t_s,mavpackettype_rcou,TimeUS_rcou,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,_t_rcou,t_rcou
IMU,1945055,0,9.081688767764717e-05,1.7302127162110992e-05,-3.341978299431503e-05,1.10636305809021,-0.00914742797613144,-9.817574501037598,0,0,25.1210994720459,1,1,999,999,1768451510.9004211,0.19992,0.19992,RCOU,1945055,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451510.9004211,0.19992
IMU,1965047,0,-1.4376165381690953e-05,3.9214333810377866e-05,-2.0811890863114968e-05,0.4884055256843567,0.011441558599472046,-9.814430236816406,0,0,25.122425079345703,1,1,999,999,1768451510.920413,0.219912,0.219912,RCOU,1985039,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451510.9404051,0.239904
IMU,1985039,0,4.5645690988749266e-05,0.0001024753728415817,-2.8025182473356836e-05,-0.11570222675800323,-0.021094337105751038,-9.812808990478516,0,0,25.123748779296875,1,1,999,999,1768451510.9404051,0.239904,0.23990399999999998,RCOU,1985039,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451510.9404051,0.239904
IMU,2005031,0,5.149253047420643e-05,5.8655925386119634e-05,8.456591785943601e-06,-0.6469614505767822,-0.001994484104216099,-9.811361312866211,0,0,25.12507438659668,1,1,999,999,1768451510.9603972,0.259896,0.259896,RCOU,2025023,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451510.980389,0.279888
IMU,2025023,0,-6.017412943037925e-06,2.8959348128410056e-05,-2.7558371584746055e-05,-1.0985231399536133,0.003005641745403409,-9.810428619384766,0,0,25.12639808654785,1,1,999,999,1768451510.980389,0.279888,0.27988799999999997,RCOU,2025023,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451510.980389,0.279888
IMU,2045015,0,-8.028435331652872e-06,6.38767596683465e-05,7.36662550480105e-05,-1.4831808805465698,-0.0030471025966107845,-9.809833526611328,0,0,25.127723693847656,1,1,999,999,1768451511.0003812,0.29988,0.29988,RCOU,2025023,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451510.980389,0.279888
IMU,2065007,0,9.155557199846953e-05,2.817628592310939e-05,6.390580529114231e-05,-1.7627127170562744,-0.00010043010115623474,-9.810698509216309,0,0,25.12904930114746,1,1,999,999,1768451511.020373,0.319872,0.319872,RCOU,2065007,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451511.020373,0.319872
IMU,2084999,1,-0.00013140469673089683,0.00010149649460799992,6.516035500681028e-05,-1.9581108093261719,-0.016746090725064278,-9.810707092285156,0,0,25.130306243896484,1,1,760,799,1768451511.0403652,0.339864,0.339864,RCOU,2065007,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451511.020373,0.319872
IMU,2104991,0,2.205927376053296e-05,4.5000513637205586e-05,3.922054384020157e-05,-2.0760722160339355,-0.004116038791835308,-9.811201095581055,0,0,25.13163185119629,1,1,999,999,1768451511.060357,0.359856,0.359856,RCOU,2104991,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451511.060357,0.359856
IMU,2124983,0,-6.97273117111763e-06,1.1223594810871873e-05,8.903841080609709e-05,-2.122241973876953,-0.005475228186696768,-9.811384201049805,0,0,25.132957458496094,1,1,999,999,1768451511.0803492,0.379848,0.37984799999999996,RCOU,2104991,1500,1500,1000,1500,0,0,0,0,0,0,0,0,0,0,1768451511.060357,0.359856
